"From (address)"|"From (display)"|"Sent on behalf of (address)"|"Date Sent"|"Subject"|"Body"|"Body HTML"
|"Dwight Einhorn"||"7/1/2014 9:10:21 AM"|"UPDATE: Morgan Stanley Initiates Coverage On Arista Networks On Software-Defined Opportunity"|"In a report published Tuesday, Morgan Stanley analyst ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/xXJziqZiFZY> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/xXJziqZiFZY/update-morgan-stanley-initiates-coverage-on-arista-netwo> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/initiation?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>In a report published Tuesday, Morgan Stanley analyst ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/xXJziqZiFZY"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/xXJziqZiFZY/update-morgan-stanley-initiates-coverage-on-arista-netwo"">View article...</A></p></body></html>"
|"Eric Niederer"||"7/1/2014 8:48:59 AM"|"UPDATE: Jefferies Initiates Coverage Of TechTarget"|"In a note released early Tuesday morning, Jefferies ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/9qxoPkuUKOE> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/9qxoPkuUKOE/update-jefferies-initiates-coverage-of-techtarget> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/initiation?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>  In a note released early Tuesday morning, Jefferies ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/9qxoPkuUKOE"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/9qxoPkuUKOE/update-jefferies-initiates-coverage-of-techtarget"">View article...</A></p></body></html>"
|"Eric Niederer"||"7/1/2014 8:00:41 AM"|"UPDATE: SunTrust Initiates Coverage On JD.com - China's 'Largest eCommerce Direct Seller'"|"In a note released Tuesday morning, SunTrust analyst ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/Qm9TQjyUeGg> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/Qm9TQjyUeGg/update-suntrust-initiates-coverage-on-jd-com-chinas-larg> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/initiation?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>  In a note released Tuesday morning, SunTrust analyst ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/Qm9TQjyUeGg"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/Qm9TQjyUeGg/update-suntrust-initiates-coverage-on-jd-com-chinas-larg"">View article...</A></p></body></html>"
|"Dwight Einhorn"||"7/1/2014 7:54:21 AM"|"UPDATE: Imperial Capital Initiates Coverage On ARC Group WorldWide On Multiple Positive Factors"|"In a report published Tuesday, Imperial Capital analyst ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/56wecVXlBlQ> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/56wecVXlBlQ/update-imperial-capital-initiates-coverage-on-arc-group-> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/initiation?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>In a report published Tuesday, Imperial Capital analyst ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/56wecVXlBlQ"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/56wecVXlBlQ/update-imperial-capital-initiates-coverage-on-arc-group-"">View article...</A></p></body></html>"
|"Monica Gerson"||"7/1/2014 7:50:17 AM"|"Benzinga's Top Initiations"|"Analysts at Cowen & Company initiated coverage on JD.com (NASDAQ: ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/mXjIFCaEW3Y> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/mXjIFCaEW3Y/benzingas-top-initiations> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/initiation?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>Analysts at Cowen &amp; Company initiated coverage on JD.com (NASDAQ: ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/mXjIFCaEW3Y"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/mXjIFCaEW3Y/benzingas-top-initiations"">View article...</A></p></body></html>"
|"Ali Berri"||"6/30/2014 2:48:01 PM"|"UPDATE: Albert Fried Initiates Coverage On SFX Entertainment"|"In a report released Monday, Albert Fried & Co. ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/TDDJMHsKxdQ> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/TDDJMHsKxdQ/update-albert-fried-initiates-coverage-on-sfx-entertainm> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/initiation?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>  In a report released Monday, Albert Fried &amp; Co. ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/TDDJMHsKxdQ"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/TDDJMHsKxdQ/update-albert-fried-initiates-coverage-on-sfx-entertainm"">View article...</A></p></body></html>"
|"Ali Berri"||"6/30/2014 11:01:22 AM"|"UPDATE: Wunderlich Initiates Coverage On Kona Grill"|"In a report released Monday, Wunderlich analyst Robert M. Derrington ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/EWpLuuAluCY> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/EWpLuuAluCY/update-wunderlich-initiates-coverage-on-kona-grill> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/initiation?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>  In a report released Monday, Wunderlich analyst Robert M. Derrington ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/EWpLuuAluCY"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/EWpLuuAluCY/update-wunderlich-initiates-coverage-on-kona-grill"">View article...</A></p></body></html>"
|"Ali Berri"||"7/1/2014 4:32:21 PM"|"UPDATE: Oppenheimer Initiates Coverage On Orbitz"|"In a report released Tuesday, Oppenheimer ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/mg-maYz4YxM> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/mg-maYz4YxM/update-oppenheimer-initiates-coverage-on-orbitz> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/initiation?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>  In a report released Tuesday, Oppenheimer ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/mg-maYz4YxM"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/mg-maYz4YxM/update-oppenheimer-initiates-coverage-on-orbitz"">View article...</A></p></body></html>"
|"Ali Berri"||"7/1/2014 4:27:04 PM"|"UPDATE: Oppenheimer Initiates Coverage On Expedia"|"In a report released Tuesday, Oppenheimer analyst ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/JgTlz16CEvo> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/JgTlz16CEvo/update-oppenheimer-initiates-coverage-on-expedia> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/initiation?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>  In a report released Tuesday, Oppenheimer analyst ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/JgTlz16CEvo"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/JgTlz16CEvo/update-oppenheimer-initiates-coverage-on-expedia"">View article...</A></p></body></html>"
|"Ali Berri"||"7/1/2014 4:24:10 PM"|"UPDATE: Oppenheimer Initiates Coverage On Priceline"|"In a report released Tuesday, Oppenheimer analyst ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/Nbv8IWyspfo> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/Nbv8IWyspfo/update-oppenheimer-initiates-coverage-on-priceline> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/initiation?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>  In a report released Tuesday, Oppenheimer analyst ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/Nbv8IWyspfo"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/Nbv8IWyspfo/update-oppenheimer-initiates-coverage-on-priceline"">View article...</A></p></body></html>"
|"Shazir Mucklai"||"7/1/2014 4:11:44 PM"|"UPDATE: Credit Suisse Initiates Coverage On Arista Networks"|"In a research note released Tuesday, Credit Suisse ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/aJcc5K8Ga5I> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/aJcc5K8Ga5I/update-credit-suisse-initiates-coverage-on-arista-networ> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/initiation?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>  In a research note released Tuesday, Credit Suisse ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/aJcc5K8Ga5I"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/aJcc5K8Ga5I/update-credit-suisse-initiates-coverage-on-arista-networ"">View article...</A></p></body></html>"
|"Shazir Mucklai"||"7/1/2014 4:05:48 PM"|"UPDATE: Barclays Initiates Coverage on Arista"|"In a research note released Tuesday, Barclays analyst Ben. A. Reitzes initiated coverage on ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/GtdazZ8FfLQ> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/GtdazZ8FfLQ/update-barclays-initiates-coverage-on-arista> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/initiation?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>  In a research note released Tuesday, Barclays analyst Ben. A. Reitzes initiated coverage on<strong> ...</strong></p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/GtdazZ8FfLQ"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/GtdazZ8FfLQ/update-barclays-initiates-coverage-on-arista"">View article...</A></p></body></html>"
|"Shazir Mucklai"||"7/2/2014 3:10:33 PM"|"UPDATE: Lake Street Initiates Coverage On Barrett Business Services"|"In a research note released Wednesday, Lake Street analyst ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/jUyxumLBlfs> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/jUyxumLBlfs/update-lake-street-initiates-coverage-on-barrett-busines> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/initiation?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>  In a research note released Wednesday, Lake Street analyst ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/jUyxumLBlfs"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/jUyxumLBlfs/update-lake-street-initiates-coverage-on-barrett-busines"">View article...</A></p></body></html>"
|"Erika Janowicz"||"7/2/2014 11:47:16 AM"|"Exane Analyst Says Criteo Shares Could Double"|"Exane BNP Paribas analyst Charles Bedouelle ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/X1McsNIyKqY> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/X1McsNIyKqY/exane-analyst-says-criteo-shares-could-double> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/initiation?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>  Exane BNP Paribas analyst Charles Bedouelle ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/X1McsNIyKqY"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/X1McsNIyKqY/exane-analyst-says-criteo-shares-could-double"">View article...</A></p></body></html>"
|"Eric Niederer"||"7/2/2014 11:11:59 AM"|"Canaccord Initiates Coverage On Solar Sector"|"In Wednesday's morning summary, Canaccord ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/8Y66XF7JB_8> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/8Y66XF7JB_8/canaccord-initiates-coverage-on-solar-sector> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/initiation?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>  In Wednesday&#39;s morning summary, Canaccord ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/8Y66XF7JB_8"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/8Y66XF7JB_8/canaccord-initiates-coverage-on-solar-sector"">View article...</A></p></body></html>"
|"Ali Berri"||"7/2/2014 10:13:12 AM"|"UPDATE: Jefferies Initiates Coverage On Vipshop"|"In a report released Wednesday, Jefferies analyst ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/KmStSdem5xw> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/KmStSdem5xw/update-jefferies-initiates-coverage-on-vipshop> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/initiation?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>  In a report released Wednesday, Jefferies analyst ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/KmStSdem5xw"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/KmStSdem5xw/update-jefferies-initiates-coverage-on-vipshop"">View article...</A></p></body></html>"
|"Dwight Einhorn"||"7/2/2014 10:09:28 AM"|"UPDATE: Jefferies Initiates Coverage On Owens & Minor On Expected Steady Growth"|"In a report published Wednesday, Jefferies analyst Sean ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/uYcYQ9455rw> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/uYcYQ9455rw/update-jefferies-initiates-coverage-on-owens-minor-on-ex> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/initiation?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>In a report published Wednesday, Jefferies analyst Sean ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/uYcYQ9455rw"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/uYcYQ9455rw/update-jefferies-initiates-coverage-on-owens-minor-on-ex"">View article...</A></p></body></html>"
|"Dwight Einhorn"||"7/2/2014 10:08:17 AM"|"UPDATE: Jefferies Initiates Coverage On Premier On Unique Business Model"|"In a report published Wednesday, Jefferies analyst ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/zzOJNOgGraQ> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/zzOJNOgGraQ/update-jefferies-initiates-coverage-on-premier-on-unique> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/initiation?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>In a report published Wednesday, Jefferies analyst ...</p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/zzOJNOgGraQ"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/zzOJNOgGraQ/update-jefferies-initiates-coverage-on-premier-on-unique"">View article...</A></p></body></html>"
|"Eric Niederer"||"7/2/2014 9:52:49 AM"|"UPDATE: Canaccord Initiates Coverage On Real Goods Solar"|"In a note released July 2, Canaccord analyst Josh Baribeau initiated coverage on Real ...

 <http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/XwuHF2IJBxQ> 


View article... <http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/XwuHF2IJBxQ/update-canaccord-initiates-coverage-on-real-goods-solar> 

"|"<html><head><base href=""http://feeds.benzinga.com/benzinga/analyst-ratings/initiation?format=xml""></head><style><!-- body {font-family:""Calibri"";} --></style><body><table><tr><td><p>  In a note released July 2, Canaccord analyst Josh Baribeau initiated coverage on <strong>Real ...</strong></p><img src=""http://feeds.feedburner.com/~r/benzinga/analyst-ratings/initiation/~4/XwuHF2IJBxQ"" height=""1"" width=""1""/></td></tr></table><p><BR/><A HREF=""http://feeds.benzinga.com/~r/benzinga/analyst-ratings/initiation/~3/XwuHF2IJBxQ/update-canaccord-initiates-coverage-on-real-goods-solar"">View article...</A></p></body></html>"
